Results from heasarc_atnfpulsar: ATNF Pulsar Catalog
Coordinate system:  Equatorial
|name            |ra           |dec          |period               |period_error|period_dot  |period_dot_error|dm        |dm_error|flux_1400_mhz|flux_1400_mhz_error|spect_index|spect_index_error|a1             |a1_error|eccentricity|eccentricity_error|min_mass|median_mass|companion_type|mass_ratio|mass_ratio_error|distance|pulsar_type|age     |b_surf  |transverse_velocity|
|PSR J2052+1218  |20 52 47.0000|+12 18 00.000|0.00199              |     0.0e+00|            |                |  42.00000| 0.00000|             |                   |           |                 |    0.059000000| 0.0e+00|            |                  |  0.0327|     0.0378|UL            |          |                |    3.92|HE         |        |        |                   |
|PSR J1837+1221  |18 37 07.1200|+12 21 54.000|1.96353198352        |     1.2e-10| 6.20000e-15|         1.6e-17| 100.60000| 0.40000|        0.500|              0.100|           |                 |               |        |            |                  |        |           |              |          |                |    6.60|R          |5.02e+06|3.53e+12|                   |
|PSR J1916+1225  |19 16 20.0450|+12 25 53.940|0.227387488792       |     2.0e-12| 2.34516e-14|         2.0e-19| 265.31000| 0.03000|        0.094|              0.002|           |                 |               |        |            |                  |        |           |              |          |                |    6.49|R          |1.54e+05|2.34e+12|                   |
|PSR J1910+1231  |19 10 13.5300|+12 31 40.200|1.441741592612       |     1.5e-11| 8.22973e-15|         7.0e-20| 258.64000| 0.12000|        0.280|              0.040|           |                 |               |        |            |                  |        |           |              |          |                |    8.14|R          |2.78e+06|3.49e+12|                   |
|PSR J1300+1240  |13 00 03.5767|+12 40 56.472|0.00621853194840048  |     3.0e-17| 1.14334e-19|         4.0e-25|  10.16550| 0.00003|        2.000|              1.000|       -1.8|              0.0|    0.000003000| 1.0e-07|  0.00000000|        0.00000000|  0.0000|     0.0000|ULT           |          |                |    0.71|R          |8.62e+08|8.53e+08|             323.28|
|PSR J1907+1247  |19 07 10.7000|+12 47 35.900|0.82709737059        |     3.0e-11| 1.94800e-15|         4.0e-18| 257.00000| 1.00000|             |                   |           |                 |               |        |            |                  |        |           |              |          |                |   10.53|R          |6.73e+06|1.28e+12|                   |
|PSR J2051+12    |20 51 24.0000|+12 48 00.000|0.5532               |     0.0e+00|            |                |  43.40000| 0.11000|             |                   |           |                 |               |        |            |                  |        |           |              |          |                |    4.07|R          |        |        |                   |
|PSR J1848+12    |18 48 30.0000|+12 50 00.000|0.75473              |     7.0e-05|            |                | 139.00000|20.00000|             |                   |           |                 |               |        |            |                  |        |           |              |          |                |    9.53|R          |        |        |                   |
|PSR J1745+12    |17 45 42.0000|+12 51 00.000|1.0599               |     0.0e+00|            |                |  66.32000| 0.17000|             |                   |           |                 |               |        |            |                  |        |           |              |          |                |   11.57|R          |        |        |                   |
|PSR J1910+1256  |19 10 09.7015|+12 56 25.459|0.004983583942346950 |     2.0e-17| 9.68070e-21|         5.0e-25|  30.06840| 0.00050|        0.500|              0.100|           |                 |   21.129100800| 3.0e-07|  0.00023020|        0.00000002|  0.1917|     0.2245|He            |          |                |    1.32|R          |8.16e+09|2.22e+08|              45.64|
|PSR J2050+1259  |20 50 57.2100|+12 59 09.000|1.2210199818         |     9.0e-10| 5.00000e-16|         3.0e-17|  52.40000| 0.00000|        0.050|              0.010|           |                 |               |        |            |                  |        |           |              |          |                |    5.83|R          |3.84e+07|7.94e+11|                   |
|PSR J1851+1259  |18 51 13.2150|+12 59 35.290|1.20530328456        |     1.1e-10| 1.15199e-14|         8.0e-19|  70.63330| 0.00170|        0.750|              0.080|       -1.8|              0.1|               |        |            |                  |        |           |              |          |                |    2.64|R          |1.66e+06|3.77e+12|                   |
|PSR J1853+1303  |18 53 57.3183|+13 03 44.051|0.004091797383378764 |     1.4e-17| 8.71610e-21|         7.0e-25|  30.56996| 0.00008|        0.400|              0.200|           |                 |   40.769523260| 1.3e-07|  0.00002369|        0.00000001|  0.2395|     0.2814|He            |          |                |    1.32|R          |7.44e+09|1.91e+08|              20.82|
|PSR J1933+1304  |19 33 22.5290|+13 04 49.970|0.928323751417       |     5.0e-12| 3.18200e-16|         7.0e-19| 177.01000| 0.15000|        0.420|              0.050|       -1.0|              0.4|               |        |            |                  |        |           |              |          |                |    6.08|R          |4.62e+07|5.50e+11|                   |
|PSR J1819+1305  |18 19 56.2260|+13 05 15.250|1.060363543971       |     7.0e-12| 3.59200e-16|         2.0e-19|  64.80800| 0.01300|        1.100|              0.200|       -0.7|              0.5|               |        |            |                  |        |           |              |          |                |    4.05|R          |4.68e+07|6.25e+11|                   |
|PSR J1901+1306  |19 01 48.7700|+13 06 48.300|1.8308574530         |     2.0e-10| 1.31000e-16|         1.1e-17|  75.09880| 0.00600|             |                   |       -2.2|              0.9|               |        |            |                  |        |           |              |          |                |    2.50|R          |2.21e+08|4.96e+11|                   |
|PSR J1918+1310  |19 18 00.0000|+13 10 00.000|0.85674              |     0.0e+00|            |                | 247.40000| 0.00000|             |                   |           |                 |               |        |            |                  |        |           |              |          |                |    6.30|R          |        |        |                   |
